NextRAD Sample Name,NextRAD Sample ID Name: Partial,NextRAD Tissue Database Names (Subset)
QUAC_W_SH_Q1850,SH_Q1850,QAc-W-0002
QUAC_W_SH_Q1854,SH_Q1854,QAc-W-0006
QUAC_W_SH_Q1856,SH_Q1856,QAc-W-0008
QUAC_W_SH_Q1862,SH_Q1862,QAc-W-0014
QUAC_W_SH_Q1865,SH_Q1865,QAc-W-0017
QUAC_W_SH_Q1866,SH_Q1866,QAc-W-0018
QUAC_W_SH_Q1868,SH_Q1868,QAc-W-0020
QUAC_W_SH_Q1869,SH_Q1869,QAc-W-0021
QUAC_W_SH_Q1870,SH_Q1870,QAc-W-0022
QUAC_W_SH_Q1871,SH_Q1871,QAc-W-0023
QUAC_W_SH_Q1872,SH_Q1872,QAc-W-0024
QUAC_W_SH_Q1873,SH_Q1873,QAc-W-0025
QUAC_W_SH_Q1874,SH_Q1874,QAc-W-0026
QUAC_W_SH_Q1875,SH_Q1875,QAc-W-0027
QUAC_W_SH_Q1876,SH_Q1876,QAc-W-0028
QUAC_W_SH_Q1877,SH_Q1877,QAc-W-0029
QUAC_W_SH_Q1878,SH_Q1878,QAc-W-0030
QUAC_W_SH_Q1879,SH_Q1879,QAc-W-0031
QUAC_W_SH_Q1880,SH_Q1880,QAc-W-0032
QUAC_W_SH_Q1881,SH_Q1881,QAc-W-0033
QUAC_W_SH_Q1882,SH_Q1882,QAc-W-0034
QUAC_W_SH_Q1885,SH_Q1885,QAc-W-0037
QUAC_W_SH_Q1886,SH_Q1886,QAc-W-0038
QUAC_W_SH_Q2001,SH_Q2001,QAc-W-0040
QUAC_W_SH_Q2002,SH_Q2002,QAc-W-0041
QUAC_W_SH_Q2003,SH_Q2003,QAc-W-0042
QUAC_W_SH_Q2006,SH_Q2006,QAc-W-0045
QUAC_W_SH_Q2007,SH_Q2007,QAc-W-0046
QUAC_W_SH_Q2008,SH_Q2008,QAc-W-0047
QUAC_W_SH_Q2050,SH_Q2050,QAc-W-0050
QUAC_W_SH_Q2051,SH_Q2051,QAc-W-0051
QUAC_W_SH_Q2055,SH_Q2055,QAc-W-0055
QUAC_W_SH_Q2056,SH_Q2056,QAc-W-0056
QUAC_W_SH_Q2057,SH_Q2057,QAc-W-0057
QUAC_W_SH_Q2058,SH_Q2058,QAc-W-0058
QUAC_W_SH_Q2059,SH_Q2059,QAc-W-0059
QUAC_W_SH_Q2060,SH_Q2060,QAc-W-0060
QUAC_W_SH_Q2061,SH_Q2061,QAc-W-0061
QUAC_W_SH_Q2062,SH_Q2062,QAc-W-0062
QUAC_W_SH_Q2063,SH_Q2063,QAc-W-0063
QUAC_W_SH_Q2064,SH_Q2064,QAc-W-0064
QUAC_W_SH_Q2066,SH_Q2066,QAc-W-0066
QUAC_W_SH_Q2068,SH_Q2068,QAc-W-0068
QUAC_W_SH_Q2070,SH_Q2070,QAc-W-0070
